unknown,avg
107.30555555555554,107.30555555555554
104.06493506493506,104.06493506493506
97.14942528735632,97.14942528735632
93.2752808988764,93.2752808988764
93.5625,93.5625
93.77058823529414,93.77058823529414
94.36206896551724,94.36206896551724
92.62755102040818,92.62755102040818
99.60360360360362,99.60360360360362
98.03225806451611,98.03225806451611
96.6766917293233,96.6766917293233
95.20567375886525,95.20567375886525
100.48089171974522,100.48089171974522
96.94767441860463,96.94767441860463
96.13407821229048,96.13407821229048
96.70170454545456,96.70170454545456
89.77714285714286,89.77714285714286
90.56214689265538,90.56214689265538
109.04010695187166,109.04010695187166
114.14690721649484,114.14690721649484
121.45853658536586,121.45853658536586
132.2866972477064,132.2866972477064
134.91517857142858,134.91517857142858
137.84710743801654,137.84710743801654
138.73320158102766,138.73320158102766
138.5267175572519,138.5267175572519
135.40304182509504,135.40304182509504
134.84220532319392,134.84220532319392
137.1936090225564,137.1936090225564
140.3316183348924,140.3316183348924
138.6268656716418,138.6268656716418
140.77368421052634,140.77368421052634
137.6208053691275,137.6208053691275
136.68421052631578,136.68421052631578
130.66408668730648,130.66408668730648
129.15895061728395,129.15895061728395
121.82442341608213,121.82442341608213
117.36657303370788,117.36657303370788
119.56824512534818,119.56824512534818
118.78230337078652,118.78230337078652
121.97331460674155,121.97331460674155
133.33519553072625,133.33519553072625
147.4973262032086,147.4973262032086
145.5899470899471,145.5899470899471
154.26804123711338,154.26804123711338
164.60427135678393,164.60427135678393
164.62125000000003,164.62125000000003
168.06642512077295,168.06642512077295
169.30164319248829,169.30164319248829
165.3006993006993,165.3006993006993
174.71666666666664,174.71666666666664
177.3639618138425,177.3639618138425
180.2127659574468,180.2127659574468
188.21933962264148,188.21933962264148
188.48963133640555,188.48963133640555
198.06278026905824,198.06278026905824
195.1037946428571,195.1037946428571
209.86285097192223,209.86285097192223
207.13179916317992,207.13179916317992
208.7858649789029,208.7858649789029
222.875507568396,222.875507568396
220.6912955465587,220.6912955465587
219.8265306122449,219.8265306122449
222.63775510204084,222.63775510204084
226.82515337423317,226.82515337423317
236.09939759036143,236.09939759036143
239.9643564356435,239.9643564356435
240.2392156862745,240.2392156862745
243.97857451634,243.97857451634
245.81404174573055,245.81404174573055
250.6419294990724,250.6419294990724
259.0155109489051,259.0155109489051
257.05036630036625,257.05036630036625
252.87064220183484,252.87064220183484
254.04936014625227,254.04936014625227
260.10766423357666,260.10766423357666
263.71572212065814,263.71572212065814
278.03141831238776,278.03141831238776
285.44144144144144,285.44144144144144
298.29233511586455,298.29233511586455
311.3420593368238,311.3420593368238
315.6840277777778,315.6840277777778
326.51703577512785,326.51703577512785
328.495840266223,328.495840266223
327.25125208681135,327.25125208681135
324.7114093959732,324.7114093959732
328.64070351758795,328.64070351758795
334.7310231023102,334.7310231023102
332.7607260726072,332.7607260726072
354.0073170731707,354.0073170731707
371.94299674267097,371.94299674267097
372.29315960912055,372.29315960912055
392.6761363636364,392.6761363636364
388.9903069466882,388.9903069466882
405.6483253588517,405.6483253588517
415.1866028708135,415.1866028708135
418.1020569620253,418.1020569620253
421.0600961538461,421.0600961538461
416.5479233226837,416.5479233226837
426.6454402515724,426.6454402515724
438.0676516329704,438.0676516329704
443.6796875,443.6796875
449.613601236476,449.613601236476
464.94521604938274,464.94521604938274
477.1313755795981,477.1313755795981
487.170731707317,487.170731707317
499.5189393939394,499.5189393939394
503.90853658536594,503.90853658536594
507.1738131699846,507.1738131699846
509.6514459665144,509.6514459665144
518.4603053435114,518.4603053435114
513.5517503805175,513.5517503805175
512.2090909090908,512.2090909090908
515.7389984825493,515.7389984825493
518.065909090909,518.065909090909
525.5854765506808,525.5854765506808
520.6734539969835,520.6734539969835
527.9453717754172,527.9453717754172
518.9560606060605,518.9560606060605
516.2545317220544,516.2545317220544
511.1888217522659,511.1888217522659
504.7484939759036,504.7484939759036
503.6121987951807,503.6121987951807
503.2853915662651,503.2853915662651
533.5573152337857,533.5573152337857
569.2819548872181,569.2819548872181
723.0853293413173,723.0853293413173
848.8899700598802,848.8899700598802
1058.1671641791047,1058.1671641791047
1292.4362962962962,1292.4362962962962
1336.912462908012,1336.912462908012
1567.2762962962963,1567.2762962962963
1748.377581120944,1748.377581120944
1813.401759530792,1813.401759530792
1933.117647058824,1933.117647058824
1987.7867647058824,1987.7867647058824
2062.456011730206,2062.456011730206
2334.8085419734903,2334.8085419734903
2424.198529411765,2424.198529411765
2621.656848306333,2621.656848306333
2834.561846375767,2834.561846375767
3009.586752693041,3009.586752693041
3188.506588579796,3188.506588579796
3247.80701754386,3247.80701754386
3349.5626822157437,3349.5626822157437
3390.99560761347,3390.99560761347
3388.0673499267937,3388.0673499267937
3401.9823788546264,3401.9823788546264
3452.805568722162,3452.805568722162
3521.80516996208,3521.80516996208
3747.3490427098673,3747.3490427098673
3807.902511078287,3807.902511078287
4055.192878338279,4055.192878338279
4244.494047619047,4244.494047619047
4403.961136023917,4403.961136023917
4670.5621301775145,4670.5621301775145
4796.528803545051,4796.528803545051
4880.280649926144,4880.280649926144
4966.740740740741,4966.740740740741
5001.555555555556,5001.555555555556
5164.771048744461,5164.771048744461
5366.814159292036,5366.814159292036
5506.637168141593,5506.637168141593
5735.074626865672,5735.074626865672
5880.2533532041725,5880.2533532041725
6113.851851851852,6113.851851851852
6297.787610619469,6297.787610619469
6307.902511078286,6307.902511078286
6380.01485884101,6380.01485884101
6391.420118343195,6391.420118343195
6382.3054331864905,6382.3054331864905
6385.568513119533,6385.568513119533
6450.58651026393,6450.58651026393
6497.321428571429,6497.321428571429
6805.555555555556,6805.555555555556
6914.10635155096,6914.10635155096
7090.029325513197,7090.029325513197
7332.589285714285,7332.589285714285
7496.290801186943,7496.290801186943
7679.941002949852,7679.941002949852
7734.808259587021,7734.808259587021
7818.075801749272,7818.075801749272
7922.525849335302,7922.525849335302
7939.264705882353,7939.264705882353
8180.530973451328,8180.530973451328
8314.731494920174,8314.731494920174
